profile_id,condition,gender,age_band,race,education,income,party
synthetic_15095,Interview Prof. Maraun,Male,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican
synthetic_15096,Model accuracy,Male,30-44,Other,Bachelor's degree,"$100,000 to $167,999",Republican
synthetic_15097,Measurement & modeling (2),Male,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat
synthetic_15098,Peer-review,Female,18-29,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_15099,High public trust,Female,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican
synthetic_15100,High public trust,Female,60+,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat
synthetic_15101,Funding,Male,18-29,Hispanic / Latino,Less than high school,"Less than $30,000",Independent
synthetic_15102,High public trust,Male,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_15103,Former skeptics,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_15104,Measurement & modeling (1),Female,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Other
synthetic_15105,Portrait Prof. Cherry,Female,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent
synthetic_15106,Extreme weather predictions,Female,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_15107,Peer-review,Male,18-29,Black / African American,Less than high school,"Less than $30,000",Independent
synthetic_15108,Consensus,Male,45-59,Other,Bachelor's degree,"$100,000 to $167,999",Independent
synthetic_15109,Funding,Male,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat
synthetic_15110,Model accuracy,Male,18-29,Black / African American,Bachelor's degree,"Less than $30,000",Republican
synthetic_15111,Consensus,Male,18-29,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Democrat
synthetic_15112,Measurement & modeling (2),Female,45-59,White / Caucasian,High school diploma / GED,"$168,000 or more",Other
synthetic_15113,Interview Prof. Sebille,Female,30-44,Black / African American,Some college or Associate's degree,"Less than $30,000",Independent
synthetic_15114,Interview Prof. Maraun,Male,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_15115,control,Male,60+,Black / African American,High school diploma / GED,"$56,000 to $99,999",Republican
synthetic_15116,control,Male,45-59,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Republican
synthetic_15117,Measurement & modeling (2),Male,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican
synthetic_15118,Oil industry misinformation,Female,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican
synthetic_15119,Peer-review,Female,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican
synthetic_15120,Funding,Other,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican
synthetic_15121,Extreme weather predictions,Female,60+,Asian / Asian American,Bachelor's degree,"$168,000 or more",Democrat
synthetic_15122,Interview Prof. Sebille,Male,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_15123,Measurement & modeling (1),Male,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican
synthetic_15124,Social justice,Male,18-29,Other,Bachelor's degree,"$30,000 to $55,999",Democrat
synthetic_15125,Peer-review,Female,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat
synthetic_15126,Measurement & modeling (2),Female,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat
synthetic_15127,Measurement & modeling (1),Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent
synthetic_15128,Portrait Prof. Cherry,Female,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent
synthetic_15129,Measurement & modeling (1),Female,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican
synthetic_15130,Former skeptics,Female,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Other
synthetic_15131,Measurement & modeling (1),Male,30-44,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat
synthetic_15132,Measurement & modeling (2),Female,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_15133,Portrait Prof. Cherry,Male,18-29,Asian / Asian American,Bachelor's degree,"$30,000 to $55,999",Democrat
synthetic_15134,Interview Prof. Maraun,Female,18-29,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Republican
synthetic_15135,Portrait Prof. Cherry,Male,30-44,Black / African American,High school diploma / GED,"$100,000 to $167,999",Democrat
synthetic_15136,High public trust,Male,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_15137,High public trust,Female,30-44,White / Caucasian,Less than high school,"$168,000 or more",Republican
synthetic_15138,High public trust,Female,30-44,Asian / Asian American,Doctorate degree / Ph.D.,"$30,000 to $55,999",Democrat
synthetic_15139,control,Male,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_15140,Social justice,Female,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican
synthetic_15141,Extreme weather predictions,Male,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_15142,Measurement & modeling (2),Female,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent
synthetic_15143,Scientist community helpers,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican
synthetic_15144,Consensus,Female,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent
synthetic_15145,Funding,Female,45-59,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat
synthetic_15146,Model accuracy,Male,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Other
synthetic_15147,Measurement & modeling (2),Female,60+,Asian / Asian American,High school diploma / GED,"$56,000 to $99,999",Democrat
synthetic_15148,Model accuracy,Female,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent
synthetic_15149,Extreme weather predictions,Male,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican
synthetic_15150,Social justice,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent
synthetic_15151,High public trust,Male,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Other
synthetic_15152,Extreme weather predictions,Female,18-29,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Other
synthetic_15153,Consensus,Male,45-59,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat
synthetic_15154,Interview Prof. Maraun,Male,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican
synthetic_15155,Consensus,Male,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican
synthetic_15156,Interview Prof. Maraun,Female,18-29,Asian / Asian American,Bachelor's degree,"$30,000 to $55,999",Republican
synthetic_15157,Peer-review,Female,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_15158,Interview Prof. Sebille,Female,30-44,Asian / Asian American,Bachelor's degree,"$168,000 or more",Independent
synthetic_15159,Social justice,Female,30-44,Black / African American,Master's degree / Professional degree,"Less than $30,000",Republican
synthetic_15160,Former skeptics,Male,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican
synthetic_15161,Peer-review,Female,30-44,White / Caucasian,Less than high school,"$168,000 or more",Republican
synthetic_15162,Interview Prof. Sebille,Male,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat
synthetic_15163,Consensus,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican
synthetic_15164,Portrait Prof. Cherry,Female,60+,Black / African American,Master's degree / Professional degree,"$56,000 to $99,999",Democrat
synthetic_15165,Interview Prof. Sebille,Female,18-29,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Democrat
synthetic_15166,Corporate reliance,Male,45-59,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican
synthetic_15167,Interview Prof. Maraun,Female,30-44,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent
synthetic_15168,Interview Prof. Maraun,Male,30-44,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Independent
synthetic_15169,Oil industry misinformation,Male,60+,Black / African American,High school diploma / GED,"Less than $30,000",Republican
synthetic_15170,Interview Prof. Sebille,Female,45-59,Black / African American,High school diploma / GED,"Less than $30,000",Other
synthetic_15171,Former skeptics,Male,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent
synthetic_15172,Peer-review,Female,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent
synthetic_15173,Consensus,Female,60+,Black / African American,High school diploma / GED,"Less than $30,000",Independent
synthetic_15174,Scientist community helpers,Female,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent
synthetic_15175,Extreme weather predictions,Female,45-59,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Other
synthetic_15176,Measurement & modeling (2),Male,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican
synthetic_15177,Oil industry misinformation,Female,30-44,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Democrat
synthetic_15178,Portrait Prof. Cherry,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican
synthetic_15179,Measurement & modeling (1),Male,30-44,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat
synthetic_15180,Peer-review,Male,45-59,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Republican
synthetic_15181,control,Male,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent
synthetic_15182,Consensus,Male,60+,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Democrat
synthetic_15183,Portrait Prof. Cherry,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Republican
synthetic_15184,Corporate reliance,Male,30-44,Asian / Asian American,Master's degree / Professional degree,"$56,000 to $99,999",Democrat
synthetic_15185,Portrait Prof. Cherry,Female,60+,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent
synthetic_15186,Peer-review,Male,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent
synthetic_15187,Interview Prof. Sebille,Female,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent
synthetic_15188,Measurement & modeling (2),Female,30-44,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Democrat
synthetic_15189,Social justice,Male,30-44,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat
synthetic_15190,Portrait Prof. Cherry,Male,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican
synthetic_15191,High public trust,Male,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat
synthetic_15192,Oil industry misinformation,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent
synthetic_15193,Interview Prof. Maraun,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Independent
synthetic_15194,Scientist community helpers,Female,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent
synthetic_15195,Funding,Male,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat
synthetic_15196,Scientist community helpers,Female,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat
synthetic_15197,Former skeptics,Female,30-44,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Democrat
synthetic_15198,Scientist community helpers,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent
synthetic_15199,Corporate reliance,Male,45-59,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Independent
synthetic_15200,Measurement & modeling (2),Female,60+,White / Caucasian,Less than high school,"$168,000 or more",Republican
synthetic_15201,Measurement & modeling (1),Female,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat
synthetic_15202,Measurement & modeling (1),Male,18-29,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Republican
